trial,target_finger,target_hand,pressed_finger,pressed_hand,timing_ms,press_ms,points,chord_size,cycle
70,l,l,l,l,700,40,3,2,69
71,m,l,m,l,550,152,0,2,70
71,l,l,l,l,550,139,0,2,70
72,r,l,r,l,700,72,3,2,71
72,l,l,l,l,700,62,3,2,71
73,i,l,t,l,550,95,1,2,72
73,l,l,l,l,550,38,3,2,72
74,t,l,t,l,700,46,3,2,73
74,r,l,r,l,700,29,3,2,73
75,i,l,i,l,700,54,3,2,74
75,l,l,l,l,700,22,3,2,74
76,t,l,t,l,550,101,0,2,75
76,r,l,r,l,550,95,3,2,75
77,m,l,m,l,900,-16,3,2,76
77,l,l,l,l,900,0,3,2,76
78,i,l,i,l,550,112,0,2,77
78,l,l,l,l,550,46,3,2,77
79,t,l,t,l,550,110,0,2,78
79,m,l,r,l,550,150,0,2,78
80,t,l,t,l,900,29,3,2,79
80,r,l,r,l,900,12,3,2,79
81,t,l,t,l,350,179,0,2,80
81,i,l,i,l,350,215,0,2,80
82,t,l,t,l,700,34,3,2,81
82,r,l,r,l,700,30,3,2,81
83,m,l,m,l,350,205,0,2,82
83,r,l,r,l,350,201,0,2,82
84,i,l,i,l,900,51,3,2,83
84,r,l,r,l,900,46,3,2,83
85,i,l,i,l,900,-5,3,2,84
85,r,l,r,l,900,-11,3,2,84
86,m,l,i,l,450,133,0,2,85
86,l,l,l,l,450,85,3,2,85
87,t,l,t,l,700,83,3,2,86
87,m,l,m,l,700,71,3,2,86
88,i,l,i,l,550,138,0,2,87
88,r,l,r,l,550,112,0,2,87
89,t,l,t,l,350,196,0,2,88
89,l,l,l,l,350,180,0,2,88
90,t,l,t,l,700,91,3,2,89
90,i,l,i,l,700,29,3,2,89
91,i,l,i,l,450,101,0,2,90
91,l,l,l,l,450,89,3,2,90
92,t,l,t,l,350,119,0,2,91
92,m,l,l,l,350,103,0,2,91
93,t,l,i,l,550,67,1,2,92
93,l,l,l,l,550,35,3,2,92
94,t,l,t,l,900,95,3,2,93
94,r,l,r,l,900,97,3,2,93
95,m,l,m,l,550,107,0,2,94
95,l,l,l,l,550,99,3,2,94
96,t,l,t,l,350,154,0,2,95
96,l,l,l,l,350,153,0,2,95
97,m,l,m,l,900,-46,3,2,96
97,r,l,r,l,900,-54,3,2,96
98,i,l,i,l,900,-53,3,2,97
98,m,l,m,l,900,-54,3,2,97
99,t,l,t,l,550,66,3,2,98
99,i,l,i,l,550,134,0,2,98
100,m,l,m,l,700,-11,3,2,99
100,r,l,r,l,700,-26,3,2,99
101,i,l,i,l,450,136,0,2,100
101,l,l,l,l,450,128,0,2,100
102,m,l,m,l,350,189,0,2,101
102,r,l,r,l,350,154,0,2,101
103,m,l,i,l,450,119,0,2,102
103,l,l,l,l,450,78,3,2,102
104,i,l,t,l,700,84,1,2,103
104,l,l,l,l,700,64,3,2,103
105,i,l,i,l,350,196,0,2,104
105,r,l,l,l,350,179,0,2,104
106,t,l,t,l,550,129,0,2,105
106,r,l,r,l,550,146,0,2,105
107,i,l,t,l,350,115,0,2,106
107,m,l,m,l,350,119,0,2,106
108,i,l,t,l,450,103,0,2,107
108,r,l,r,l,450,88,3,2,107
109,t,l,t,l,450,124,0,2,108
109,i,l,i,l,450,100,0,2,108
110,i,l,i,l,700,78,3,2,109
110,l,l,l,l,700,80,3,2,109
111,i,l,i,l,550,133,0,2,110
111,r,l,r,l,550,121,0,2,110
112,i,l,t,l,350,112,0,2,111
112,m,l,r,l,350,123,0,2,111
113,t,l,t,l,350,183,0,2,112
113,r,l,r,l,350,199,0,2,112
114,r,l,r,l,900,112,0,2,113
114,l,l,l,l,900,114,0,2,113
115,m,l,m,l,350,195,0,2,114
115,r,l,l,l,350,119,0,2,114
116,r,l,t,l,350,222,0,2,115
116,l,l,l,l,350,190,0,2,115
117,i,l,i,l,450,133,0,2,116
117,m,l,m,l,450,112,0,2,116
118,t,l,i,l,900,117,0,2,117
118,m,l,r,l,900,105,0,2,117
119,t,l,t,l,700,-2,3,2,118
119,i,l,i,l,700,-5,3,2,118
120,r,l,r,l,550,37,3,2,119
120,l,l,l,l,550,40,3,2,119
121,i,l,i,l,900,2,3,2,120
121,r,l,r,l,900,-19,3,2,120
122,i,l,x,x,350,,0,2,121
122,l,l,x,x,350,,0,2,121
123,r,l,x,x,450,,0,2,122
123,l,l,x,x,450,,0,2,122
124,m,l,r,l,450,72,1,2,123
124,l,l,l,l,450,69,3,2,123
125,t,l,t,l,450,114,0,2,124
125,i,l,i,l,450,63,3,2,124
126,m,l,i,l,350,250,0,2,125
126,l,l,l,l,350,202,0,2,125
127,i,l,i,l,550,84,3,2,126
127,m,l,m,l,550,45,3,2,126
128,r,l,r,l,900,12,3,2,127
128,l,l,l,l,900,29,3,2,127
129,t,l,i,l,700,57,1,2,128
129,m,l,r,l,700,53,1,2,128
130,t,l,t,l,350,147,0,2,129
130,m,l,i,l,350,119,0,2,129
131,m,l,i,l,450,-67,1,2,130
131,r,l,t,l,450,-63,1,2,130
132,t,l,r,l,350,101,0,2,131
132,i,l,i,l,350,105,0,2,131
133,t,l,i,l,900,56,1,2,132
133,r,l,r,l,900,45,3,2,132
134,t,l,t,l,350,186,0,2,133
134,m,l,i,l,350,179,0,2,133
135,m,l,m,l,550,79,3,2,134
135,l,l,l,l,550,79,3,2,134
136,m,l,m,l,350,145,0,2,135
136,l,l,l,l,350,146,0,2,135
137,i,l,i,l,900,-29,3,2,136
137,m,l,m,l,900,-21,3,2,136
138,t,l,t,l,450,96,3,2,137
138,r,l,r,l,450,100,3,2,137
139,t,l,t,l,450,144,0,2,138
139,r,l,r,l,450,145,0,2,138
140,r,l,r,l,450,71,3,2,139
140,l,l,l,l,450,115,0,2,139
141,r,l,t,l,350,101,0,2,140
141,l,l,l,l,350,129,0,2,140
142,t,l,t,l,350,52,3,2,141
142,r,l,r,l,350,95,3,2,141
143,m,l,m,l,550,12,3,2,142
143,r,l,r,l,550,12,3,2,142
144,i,l,t,l,700,-87,1,2,143
144,r,l,r,l,700,-88,3,2,143
145,m,l,t,l,450,29,1,2,144
145,r,l,r,l,450,-4,3,2,144
146,t,l,t,l,550,19,3,2,145
146,i,l,i,l,550,-16,3,2,145
147,m,l,m,l,900,-37,3,2,146
147,r,l,r,l,900,-38,3,2,146
148,i,l,r,l,450,6,1,2,147
148,m,l,m,l,450,12,3,2,147
149,i,l,i,l,900,-54,3,2,148
149,l,l,l,l,900,-54,3,2,148
150,i,l,i,l,450,113,0,2,149
150,l,l,l,l,450,100,3,2,149
